"agency","site_no","Date","month","HydrologicEvent","SampleFraction","Inorganic_N","Nitrate","Mixed_N","TP","Temperature","TSS","Turbidity"
"21NC01WQ","J1330000",1981-10-22,"Oct",NA," ",NA,NA,NA,NA,1140,NA,NA
"21NC01WQ","J1330000",1981-11-16,"Nov",NA," ",NA,NA,NA,NA,1034,NA,NA
"21NC01WQ","J1330000",1981-11-16,"Nov",NA,"Total",NA,NA,NA,NA,NA,NA,1570
"21NC01WQ","J1330000",1981-12-08,"Dec",NA," ",NA,NA,NA,NA,992.5,NA,NA
"21NC01WQ","J1330000",1982-01-28,"Jan",NA," ",NA,NA,NA,NA,551.5,NA,NA
"21NC01WQ","J1330000",1982-02-18,"Feb",NA," ",NA,NA,NA,NA,1692,NA,NA
"21NC01WQ","J1330000",1982-02-18,"Feb",NA,"Total",NA,NA,NA,NA,NA,NA,1779
"21NC01WQ","J1330000",1982-03-04,"Mar",NA," ",NA,NA,NA,NA,1692,NA,NA
"21NC01WQ","J1330000",1982-04-22,"Apr",NA," ",NA,NA,NA,NA,1034,NA,NA
"21NC01WQ","J1330000",1982-05-18,"May",NA," ",NA,NA,NA,NA,1254.5,NA,NA
"21NC01WQ","J1330000",1982-05-18,"May",NA,"Total",NA,NA,NA,NA,NA,NA,1423
"21NC01WQ","J1330000",1982-06-11,"Jun",NA," ",NA,NA,NA,NA,1235.5,NA,NA
"21NC01WQ","J1330000",1982-07-12,"Jul",NA," ",NA,NA,NA,NA,1376,NA,NA
"21NC01WQ","J1330000",1982-08-11,"Aug",NA," ",NA,NA,NA,NA,1351,NA,NA
"21NC01WQ","J1330000",1982-08-11,"Aug",NA,"Total",NA,NA,NA,NA,NA,NA,548
"21NC01WQ","J1330000",1982-09-15,"Sep",NA," ",NA,NA,NA,NA,1327.5,NA,NA
"21NC01WQ","J1330000",1982-10-14,"Oct",NA," ",NA,NA,NA,NA,1162.5,NA,NA
"21NC01WQ","J1330000",1982-11-04,"Nov",NA," ",NA,NA,NA,NA,1254.5,NA,NA
"21NC01WQ","J1330000",1982-11-04,"Nov",NA,"Total",NA,NA,NA,NA,NA,NA,690
"21NC01WQ","J1330000",1982-12-08,"Dec",NA," ",NA,NA,NA,NA,963,NA,NA
"21NC01WQ","J1330000",1983-01-11,"Jan",NA," ",NA,NA,NA,NA,935,NA,NA
"21NC01WQ","J1330000",1983-02-03,"Feb",NA," ",NA,NA,NA,NA,1692,NA,NA
"21NC01WQ","J1330000",1983-02-03,"Feb",NA,"Total",NA,NA,NA,NA,NA,NA,1615
"21NC01WQ","J1330000",1983-03-14,"Mar",NA," ",NA,NA,NA,NA,935,NA,NA
"21NC01WQ","J1330000",1983-04-04,"Apr",NA," ",NA,NA,NA,NA,992.5,NA,NA
"21NC01WQ","J1330000",1983-05-10,"May",NA," ",NA,NA,NA,NA,1140,NA,NA
"21NC01WQ","J1330000",1983-05-10,"May",NA,"Total",NA,NA,NA,NA,NA,NA,1989
"21NC01WQ","J1330000",1983-06-02,"Jun",NA," ",NA,NA,NA,NA,1140,NA,NA
"21NC01WQ","J1330000",1983-07-20,"Jul",NA," ",NA,NA,NA,NA,1376,NA,NA
"21NC01WQ","J1330000",1983-08-03,"Aug",NA," ",NA,NA,NA,NA,1376,NA,NA
"21NC01WQ","J1330000",1983-08-03,"Aug",NA,"Total",NA,NA,NA,NA,NA,NA,1306
"21NC01WQ","J1330000",1983-09-20,"Sep",NA," ",NA,NA,NA,NA,1254.5,NA,NA
"21NC01WQ","J1330000",1983-10-13,"Oct",NA," ",NA,NA,NA,NA,1162.5,NA,NA
"21NC01WQ","J1330000",1983-11-17,"Nov",NA," ",NA,NA,NA,NA,1692,NA,NA
"21NC01WQ","J1330000",1983-11-17,"Nov",NA,"Total",NA,NA,NA,NA,NA,NA,909
"21NC01WQ","J1330000",1983-12-15,"Dec",NA," ",NA,NA,NA,NA,1692,NA,NA
"21NC01WQ","J1330000",1984-01-05,"Jan",NA," ",NA,NA,NA,NA,712,NA,NA
"21NC01WQ","J1330000",1984-02-23,"Feb",NA," ",NA,NA,NA,NA,1692,NA,NA
"21NC01WQ","J1330000",1984-02-23,"Feb",NA,"Total",NA,NA,NA,NA,NA,NA,1955
"21NC01WQ","J1330000",1984-03-08,"Mar",NA," ",NA,NA,NA,NA,1356,NA,NA
"21NC01WQ","J1330000",1984-04-11,"Apr",NA," ",NA,NA,NA,NA,1628.5,NA,NA
"21NC01WQ","J1330000",1984-05-25,"May",NA," ",NA,NA,NA,NA,1254.5,NA,NA
"21NC01WQ","J1330000",1984-05-25,"May",NA,"Total",NA,NA,NA,NA,NA,NA,1711
"21NC01WQ","J1330000",1984-06-20,"Jun",NA," ",NA,NA,NA,NA,1376,NA,NA
"21NC01WQ","J1330000",1984-07-26,"Jul",NA," ",NA,NA,NA,NA,1351,NA,NA
"21NC01WQ","J1330000",1984-08-20,"Aug",NA," ",NA,NA,NA,NA,1351,NA,NA
"21NC01WQ","J1330000",1984-08-20,"Aug",NA,"Total",NA,NA,NA,NA,NA,NA,1033
"21NC01WQ","J1330000",1984-09-14,"Sep",NA," ",NA,NA,NA,NA,1327.5,NA,NA
"21NC01WQ","J1330000",1984-10-26,"Oct",NA," ",NA,NA,NA,NA,1351,NA,NA
"21NC01WQ","J1330000",1984-11-13,"Nov",NA," ",NA,NA,NA,NA,1692,NA,NA
"21NC01WQ","J1330000",1984-11-13,"Nov",NA,"Total",NA,NA,NA,NA,NA,NA,1770
"21NC01WQ","J1330000",1984-12-10,"Dec",NA," ",NA,NA,NA,NA,1439,NA,NA
"21NC01WQ","J1330000",1985-01-22,"Jan",NA," ",NA,NA,NA,NA,712,NA,NA
"21NC01WQ","J1330000",1985-02-12,"Feb",NA," ",NA,NA,NA,NA,1356,NA,NA
"21NC01WQ","J1330000",1985-02-12,"Feb",NA,"Total",NA,NA,NA,NA,NA,NA,557
"21NC01WQ","J1330000",1985-03-19,"Mar",NA," ",NA,NA,NA,NA,1692,NA,NA
"21NC01WQ","J1330000",1985-04-11,"Apr",NA," ",NA,NA,NA,NA,1015.5,NA,NA
"21NC01WQ","J1330000",1985-05-16,"May",NA," ",NA,NA,NA,NA,1307.5,NA,NA
"21NC01WQ","J1330000",1985-05-16,"May",NA,"Total",NA,NA,NA,NA,NA,NA,1835
"21NC01WQ","J1330000",1985-06-20,"Jun",NA," ",NA,NA,NA,NA,1327.5,NA,NA
"21NC01WQ","J1330000",1985-07-17,"Jul",NA," ",NA,NA,NA,NA,1376,NA,NA
"21NC01WQ","J1330000",1985-08-26,"Aug",NA," ",NA,NA,NA,NA,1327.5,NA,NA
"21NC01WQ","J1330000",1985-08-26,"Aug",NA,"Total",NA,NA,NA,NA,NA,NA,1469
"21NC01WQ","J1330000",1985-09-20,"Sep",NA," ",NA,NA,NA,NA,1254.5,NA,NA
"21NC01WQ","J1330000",1985-10-22,"Oct",NA," ",NA,NA,NA,NA,1140,NA,NA
"21NC01WQ","J1330000",1985-11-12,"Nov",NA," ",NA,NA,NA,NA,1034,NA,NA
"21NC01WQ","J1330000",1985-11-12,"Nov",NA,"Total",NA,NA,NA,NA,NA,NA,1253
"21NC01WQ","J1330000",1985-12-12,"Dec",NA," ",NA,NA,NA,NA,1095,NA,NA
"21NC01WQ","J1330000",1986-01-13,"Jan",NA," ",NA,NA,NA,NA,1077,NA,NA
"21NC01WQ","J1330000",1986-02-20,"Feb",NA," ",NA,NA,NA,NA,935,NA,NA
"21NC01WQ","J1330000",1986-02-20,"Feb",NA,"Total",NA,NA,NA,NA,NA,NA,823
"21NC01WQ","J1330000",1986-03-17,"Mar",NA," ",NA,NA,NA,NA,992.5,NA,NA
"21NC01WQ","J1330000",1986-04-16,"Apr",NA," ",NA,NA,NA,NA,1095,NA,NA
"21NC01WQ","J1330000",1986-05-13,"May",NA," ",NA,NA,NA,NA,1162.5,NA,NA
"21NC01WQ","J1330000",1986-05-13,"May",NA,"Total",NA,NA,NA,NA,NA,NA,1464
"21NC01WQ","J1330000",1986-06-16,"Jun",NA," ",NA,NA,NA,NA,1351,NA,NA
"21NC01WQ","J1330000",1986-07-23,"Jul",NA," ",NA,NA,NA,NA,1351,NA,NA
"21NC01WQ","J1330000",1986-08-25,"Aug",NA," ",NA,NA,NA,NA,1327.5,NA,NA
"21NC01WQ","J1330000",1986-08-25,"Aug",NA,"Total",NA,NA,NA,NA,NA,NA,2023
"21NC01WQ","J1330000",1986-10-24,"Oct",NA," ",NA,NA,NA,NA,1095,NA,NA
"21NC01WQ","J1330000",1986-11-13,"Nov",NA," ",NA,NA,NA,NA,963,NA,NA
"21NC01WQ","J1330000",1986-12-10,"Dec",NA," ",NA,NA,NA,NA,1034,NA,NA
"21NC01WQ","J1330000",1987-01-28,"Jan",NA," ",NA,NA,NA,NA,1077,NA,NA
"21NC01WQ","J1330000",1987-03-03,"Mar",NA," ",NA,NA,NA,NA,1628.5,NA,NA
"21NC01WQ","J1330000",1987-03-03,"Mar",NA,"Total",NA,NA,NA,NA,NA,NA,888
"21NC01WQ","J1330000",1987-03-16,"Mar",NA," ",NA,NA,NA,NA,1692,NA,NA
"21NC01WQ","J1330000",1987-04-07,"Apr",NA," ",NA,NA,NA,NA,935,NA,NA
"21NC01WQ","J1330000",1987-05-07,"May",NA," ",NA,NA,NA,NA,1117,NA,NA
"21NC01WQ","J1330000",1987-05-07,"May",NA,"Total",NA,NA,NA,NA,NA,NA,1436
"21NC01WQ","J1330000",1987-06-24,"Jun",NA," ",NA,NA,NA,NA,1351,NA,NA
"21NC01WQ","J1330000",1987-09-23,"Sep",NA," ",NA,NA,NA,NA,1235.5,NA,NA
"21NC01WQ","J1330000",1987-10-14,"Oct",NA," ",NA,NA,NA,NA,1034,NA,NA
"21NC01WQ","J1330000",1987-10-14,"Oct",NA,"Total",NA,NA,NA,NA,NA,NA,478
"21NC01WQ","J1330000",1987-11-18,"Nov",NA," ",NA,NA,NA,NA,1117,NA,NA
"21NC01WQ","J1330000",1987-12-16,"Dec",NA," ",NA,NA,NA,NA,1692,NA,NA
"21NC01WQ","J1330000",1988-01-26,"Jan",NA," ",NA,NA,NA,NA,1356,NA,NA
"21NC01WQ","J1330000",1988-02-25,"Feb",NA," ",NA,NA,NA,NA,1523.5,NA,NA
"21NC01WQ","J1330000",1988-02-25,"Feb",NA,"Total",NA,NA,NA,NA,NA,NA,478
"21NC01WQ","J1330000",1988-03-16,"Mar",NA," ",NA,NA,NA,NA,1692,NA,NA
"21NC01WQ","J1330000",1988-04-25,"Apr",NA," ",NA,NA,NA,NA,1117,NA,NA
"21NC01WQ","J1330000",1988-05-23,"May",NA," ",NA,NA,NA,NA,1351,NA,NA
"21NC01WQ","J1330000",1988-05-23,"May",NA,"Total",NA,NA,NA,NA,NA,NA,1273
"21NC01WQ","J1330000",1988-06-21,"Jun",NA," ",NA,NA,NA,NA,1394.5,NA,NA
"21NC01WQ","J1330000",1988-07-13,"Jul",NA," ",NA,NA,NA,NA,1394.5,NA,NA
"21NC01WQ","J1330000",1988-08-23,"Aug",NA," ",NA,NA,NA,NA,1351,NA,NA
"21NC01WQ","J1330000",1988-08-23,"Aug",NA,"Total",NA,NA,NA,NA,NA,NA,844
"21NC01WQ","J1330000",1988-09-07,"Sep",NA," ",NA,NA,NA,NA,1254.5,NA,NA
"21NC01WQ","J1330000",1988-10-18,"Oct",NA," ",NA,NA,NA,NA,1117,NA,NA
"21NC01WQ","J1330000",1988-11-17,"Nov",NA," ",NA,NA,NA,NA,1095,NA,NA
"21NC01WQ","J1330000",1988-11-17,"Nov",NA,"Total",NA,NA,NA,NA,NA,NA,592
"21NC01WQ","J1330000",1988-12-21,"Dec",NA," ",NA,NA,NA,NA,1692,NA,NA
"21NC01WQ","J1330000",1989-01-11,"Jan",NA," ",NA,NA,NA,NA,935,NA,NA
"21NC01WQ","J1330000",1989-02-02,"Feb",NA," ",NA,NA,NA,NA,1095,NA,NA
"21NC01WQ","J1330000",1989-02-02,"Feb",NA,"Total",NA,NA,NA,NA,NA,NA,1570
"21NC01WQ","J1330000",1989-03-27,"Mar",NA," ",NA,NA,NA,NA,992.5,NA,NA
"21NC01WQ","J1330000",1989-04-06,"Apr",NA," ",NA,NA,NA,NA,1018.5,NA,NA
"21NC01WQ","J1330000",1989-05-05,"May",NA," ",NA,NA,NA,NA,1108.5,NA,NA
"21NC01WQ","J1330000",1989-05-05,"May",NA,"Total",NA,NA,NA,NA,NA,NA,1188
"21NC01WQ","J1330000",1989-07-17,"Jul",NA," ",NA,NA,NA,NA,1314,NA,NA
"21NC01WQ","J1330000",1989-08-14,"Aug",NA," ",NA,NA,NA,NA,1336,NA,NA
"21NC01WQ","J1330000",1989-08-14,"Aug",NA,"Total",NA,NA,NA,NA,NA,NA,443
"21NC01WQ","J1330000",1989-09-19,"Sep",NA," ",NA,NA,NA,NA,1314,NA,NA
"21NC01WQ","J1330000",1989-10-26,"Oct",NA," ",NA,NA,NA,NA,1055,NA,NA
"21NC01WQ","J1330000",1989-11-15,"Nov",NA," ",NA,NA,NA,NA,1140,NA,NA
"21NC01WQ","J1330000",1989-11-15,"Nov",NA,"Total",NA,NA,NA,NA,NA,NA,1901
"21NC01WQ","J1330000",1989-12-15,"Dec",NA," ",NA,NA,NA,NA,1356,NA,NA
"21NC01WQ","J1330000",1990-01-24,"Jan",NA," ",NA,NA,NA,NA,963,NA,NA
"21NC01WQ","J1330000",1990-02-21,"Feb",NA," ",NA,NA,NA,NA,1692,NA,NA
"21NC01WQ","J1330000",1990-02-21,"Feb",NA,"Total",NA,NA,NA,NA,NA,NA,778
"21NC01WQ","J1330000",1990-03-26,"Mar",NA," ",NA,NA,NA,NA,1015.5,NA,NA
"21NC01WQ","J1330000",1990-04-20,"Apr",NA," ",NA,NA,NA,NA,1055,NA,NA
"21NC01WQ","J1330000",1990-06-25,"Jun",NA," ",NA,NA,NA,NA,1314,NA,NA
"21NC01WQ","J1330000",1990-07-26,"Jul",NA," ",NA,NA,NA,NA,1394.5,NA,NA
"21NC01WQ","J1330000",1990-08-28,"Aug",NA," ",NA,NA,NA,NA,1422,NA,NA
"21NC01WQ","J1330000",1990-08-28,"Aug",NA,"Total",NA,NA,NA,NA,NA,NA,2007
"21NC01WQ","J1330000",1990-09-19,"Sep",NA," ",NA,NA,NA,NA,1235.5,NA,NA
"21NC01WQ","J1330000",1990-10-22,"Oct",NA," ",NA,NA,NA,NA,1140,NA,NA
"21NC01WQ","J1330000",1990-11-28,"Nov",NA," ",NA,NA,NA,NA,1055,NA,NA
"21NC01WQ","J1330000",1990-11-28,"Nov",NA,"Total",NA,NA,NA,NA,NA,NA,768
"21NC01WQ","J1330000",1990-12-13,"Dec",NA," ",NA,NA,NA,NA,1628.5,NA,NA
"21NC01WQ","J1330000",1991-04-22,"Apr",NA," ",NA,NA,NA,NA,1040,NA,NA
"21NC01WQ","J1330000",1991-05-16,"May",NA," ",NA,NA,NA,NA,1351,NA,NA
"21NC01WQ","J1330000",1991-05-16,"May",NA,"Total",NA,NA,NA,NA,NA,NA,502
"21NC01WQ","J1330000",1991-06-24,"Jun",NA," ",NA,NA,NA,NA,1327.5,NA,NA
"21NC01WQ","J1330000",1991-07-18,"Jul",NA," ",NA,NA,NA,NA,1376,NA,NA
"21NC01WQ","J1330000",1991-08-06,"Aug",NA," ",NA,NA,NA,NA,1394.5,NA,NA
"21NC01WQ","J1330000",1991-08-06,"Aug",NA,"Total",NA,NA,NA,NA,NA,NA,478
"21NC01WQ","J1330000",1991-09-26,"Sep",NA," ",NA,NA,NA,NA,1235.5,NA,NA
"21NC01WQ","J1330000",1991-10-24,"Oct",NA," ",NA,NA,NA,NA,1162.5,NA,NA
"21NC01WQ","J1330000",1991-11-25,"Nov",NA," ",NA,NA,NA,NA,1001.5,NA,NA
"21NC01WQ","J1330000",1991-11-25,"Nov",NA,"Total",NA,NA,NA,NA,NA,NA,748
"21NC01WQ","J1330000",1991-12-30,"Dec",NA," ",NA,NA,NA,NA,1628.5,NA,NA
"21NC01WQ","J1330000",1992-01-08,"Jan",NA," ",NA,NA,NA,NA,1457,NA,NA
"21NC01WQ","J1330000",1992-02-18,"Feb",NA," ",NA,NA,NA,NA,963,NA,NA
"21NC01WQ","J1330000",1992-02-18,"Feb",NA,"Total",NA,NA,NA,NA,NA,NA,524
"21NC01WQ","J1330000",1992-03-12,"Mar",NA," ",NA,NA,NA,NA,940.5,NA,NA
"21NC01WQ","J1330000",1992-04-19,"Apr",NA," ",NA,NA,NA,NA,1059,NA,NA
"21NC01WQ","J1330000",1992-05-13,"May",NA," ",NA,NA,NA,NA,1175,NA,NA
"21NC01WQ","J1330000",1992-05-13,"May",NA,"Total",NA,NA,NA,NA,NA,NA,443
"21NC01WQ","J1330000",1992-06-18,"Jun",NA," ",NA,NA,NA,NA,1327.5,NA,NA
"21NC01WQ","J1330000",1992-07-15,"Jul",NA," ",NA,NA,NA,NA,1441.5,NA,NA
"21NC01WQ","J1330000",1992-08-11,"Aug",NA," ",NA,NA,NA,NA,1422,NA,NA
"21NC01WQ","J1330000",1992-08-11,"Aug",NA,"Total",NA,NA,NA,NA,NA,NA,1464
"21NC01WQ","J1330000",1992-09-15,"Sep",NA," ",NA,NA,NA,NA,1254.5,NA,NA
"21NC01WQ","J1330000",1992-10-14,"Oct",NA," ",NA,NA,NA,NA,1140,NA,NA
"21NC01WQ","J1330000",1992-11-18,"Nov",NA," ",NA,NA,NA,NA,992.5,NA,NA
"21NC01WQ","J1330000",1992-11-18,"Nov",NA,"Total",NA,NA,NA,NA,NA,NA,1466
"21NC01WQ","J1330000",1992-12-16,"Dec",NA," ",NA,NA,NA,NA,1692,NA,NA
"21NC01WQ","J1330000",1993-01-13,"Jan",NA," ",NA,NA,NA,NA,935,NA,NA
"21NC01WQ","J1330000",1993-02-17,"Feb",NA," ",NA,NA,NA,NA,1628.5,NA,NA
"21NC01WQ","J1330000",1993-02-17,"Feb",NA,"Total",NA,NA,NA,NA,NA,NA,1101
"21NC01WQ","J1330000",1993-03-23,"Mar",NA," ",NA,NA,NA,NA,1055,NA,NA
"21NC01WQ","J1330000",1993-04-28,"Apr",NA," ",NA,NA,NA,NA,1095,NA,NA
"21NC01WQ","J1330000",1993-05-18,"May",NA," ",NA,NA,NA,NA,1307.5,NA,NA
"21NC01WQ","J1330000",1993-05-18,"May",NA,"Total",NA,NA,NA,NA,NA,NA,2002
"21NC01WQ","J1330000",1993-06-23,"Jun",NA," ",NA,NA,NA,NA,1376,NA,NA
"21NC01WQ","J1330000",1993-07-26,"Jul",NA," ",NA,NA,NA,NA,1422,NA,NA
"21NC01WQ","J1330000",1993-08-12,"Aug",NA," ",NA,NA,NA,NA,1376,NA,NA
"21NC01WQ","J1330000",1993-08-12,"Aug",NA,"Total",NA,NA,NA,NA,NA,NA,1457
"21NC01WQ","J1330000",1993-09-15,"Sep",NA," ",NA,NA,NA,NA,1376,NA,NA
"21NC01WQ","J1330000",1993-10-19,"Oct",NA," ",NA,NA,NA,NA,1254.5,NA,NA
"21NC01WQ","J1330000",1993-11-17,"Nov",NA," ",NA,NA,NA,NA,1162.5,NA,NA
"21NC01WQ","J1330000",1993-11-17,"Nov",NA,"Total",NA,NA,NA,NA,NA,NA,724
"21NC01WQ","J1330000",1994-02-22,"Feb",NA," ",NA,NA,NA,NA,1015.5,NA,NA
"21NC01WQ","J1330000",1994-02-22,"Feb",NA,"Total",NA,NA,NA,NA,NA,NA,1746
"21NC01WQ","J1330000",1994-03-17,"Mar",NA," ",NA,NA,NA,NA,963,NA,NA
"21NC01WQ","J1330000",1994-04-18,"Apr",NA," ",NA,NA,NA,NA,1162.5,NA,NA
"21NC01WQ","J1330000",1994-05-19,"May",NA," ",NA,NA,NA,NA,1117,NA,NA
"21NC01WQ","J1330000",1994-05-19,"May",NA,"Total",NA,NA,NA,NA,NA,NA,1214
"21NC01WQ","J1330000",1994-06-20,"Jun",NA," ",NA,NA,NA,NA,1394.5,NA,NA
"21NC01WQ","J1330000",1994-07-14,"Jul",NA," ",NA,NA,NA,NA,1422,NA,NA
"21NC01WQ","J1330000",1994-08-23,"Aug",NA," ",NA,NA,NA,NA,1351,NA,NA
"21NC01WQ","J1330000",1994-08-23,"Aug",NA,"Total",NA,NA,NA,NA,NA,NA,1423
"21NC01WQ","J1330000",1994-09-19,"Sep",NA," ",NA,NA,NA,NA,1254.5,NA,NA
"21NC01WQ","J1330000",1994-09-19,"Sep",NA,"Total",NA,NA,NA,NA,NA,NA,326
"21NC01WQ","J1330000",1994-10-25,"Oct",NA," ",NA,NA,NA,NA,1117,NA,NA
"21NC01WQ","J1330000",1994-10-25,"Oct",NA,"Total",NA,NA,NA,NA,NA,NA,690
"21NC01WQ","J1330000",1994-11-09,"Nov",NA," ",NA,NA,NA,NA,1117,NA,NA
"21NC01WQ","J1330000",1994-11-09,"Nov",NA,"Total",NA,NA,NA,NA,NA,NA,326
"21NC01WQ","J1330000",1994-12-12,"Dec",NA," ",NA,NA,NA,NA,963,NA,NA
"21NC01WQ","J1330000",1994-12-12,"Dec",NA,"Total",NA,NA,NA,NA,NA,NA,1436
"21NC01WQ","J1330000",1995-01-24,"Jan",NA," ",NA,NA,NA,NA,1628.5,NA,NA
"21NC01WQ","J1330000",1995-01-24,"Jan",NA,"Total",NA,NA,NA,NA,NA,NA,443
"21NC01WQ","J1330000",1995-02-14,"Feb",NA," ",NA,NA,NA,NA,935,NA,NA
"21NC01WQ","J1330000",1995-02-14,"Feb",NA,"Total",NA,NA,NA,NA,NA,NA,1893
"21NC01WQ","J1330000",1995-03-23,"Mar",NA," ",NA,NA,NA,NA,1312.5,NA,NA
"21NC01WQ","J1330000",1995-03-23,"Mar",NA,"Total",NA,NA,NA,NA,NA,NA,401
"21NC01WQ","J1330000",1995-04-24,"Apr",NA," ",NA,NA,NA,NA,1057,NA,NA
"21NC01WQ","J1330000",1995-04-24,"Apr",NA,"Total",NA,NA,NA,NA,NA,NA,548
"21NC01WQ","J1330000",1995-05-22,"May",NA," ",NA,NA,NA,NA,1307.5,NA,NA
"21NC01WQ","J1330000",1995-05-22,"May",NA,"Total",NA,NA,NA,NA,NA,NA,1443
"21NC01WQ","J1330000",1995-06-21,"Jun",NA," ",NA,NA,NA,NA,1309,NA,NA
"21NC01WQ","J1330000",1995-06-21,"Jun",NA,"Total",NA,NA,NA,NA,NA,NA,1257
"21NC01WQ","J1330000",1995-07-25,"Jul",NA," ",NA,NA,NA,NA,1423.5,NA,NA
"21NC01WQ","J1330000",1995-07-25,"Jul",NA,"Total",NA,NA,NA,NA,NA,NA,619
"21NC01WQ","J1330000",1995-08-14,"Aug",NA," ",NA,NA,NA,NA,1422,NA,NA
"21NC01WQ","J1330000",1995-08-14,"Aug",NA,"Total",NA,NA,NA,NA,NA,NA,715
"21NC01WQ","J1330000",1995-09-11,"Sep",NA," ",NA,NA,NA,NA,1327.5,NA,NA
"21NC01WQ","J1330000",1995-09-11,"Sep",NA,"Total",NA,NA,NA,NA,NA,NA,706
"21NC01WQ","J1330000",1995-11-28,"Nov",NA," ",NA,NA,NA,NA,1055,NA,NA
"21NC01WQ","J1330000",1995-11-28,"Nov",NA,"Total",NA,NA,NA,NA,NA,NA,1214
"21NC01WQ","J1330000",1995-12-14,"Dec",NA," ",NA,NA,NA,NA,1692,NA,NA
"21NC01WQ","J1330000",1995-12-14,"Dec",NA,"Total",NA,NA,NA,NA,NA,NA,1464
"21NC01WQ","J1330000",1996-01-18,"Jan",NA," ",NA,NA,NA,NA,1528,NA,NA
"21NC01WQ","J1330000",1996-01-18,"Jan",NA,"Total",NA,NA,NA,NA,NA,NA,646
"21NC01WQ","J1330000",1996-02-27,"Feb",NA,"Total",NA,NA,NA,NA,NA,NA,1580
"21NC01WQ","J1330000",1996-03-19,"Mar",NA," ",NA,NA,NA,NA,935,NA,NA
"21NC01WQ","J1330000",1996-03-19,"Mar",NA,"Total",NA,NA,NA,NA,NA,NA,809
"21NC01WQ","J1330000",1996-04-09,"Apr",NA," ",NA,NA,NA,NA,1718.5,NA,NA
"21NC01WQ","J1330000",1996-04-09,"Apr",NA,"Total",NA,NA,NA,NA,NA,NA,1615
"21NC01WQ","J1330000",1996-05-28,"May",NA," ",NA,NA,NA,NA,1235.5,NA,NA
"21NC01WQ","J1330000",1996-05-28,"May",NA,"Total",NA,NA,NA,NA,NA,NA,2029
"21NC01WQ","J1330000",1996-06-12,"Jun",NA," ",NA,NA,NA,NA,1376,NA,NA
"21NC01WQ","J1330000",1996-06-12,"Jun",NA,"Total",NA,NA,NA,NA,NA,NA,964
"21NC01WQ","J1330000",1996-06-25,"Jun",NA," ",NA,NA,NA,NA,1378.5,NA,NA
"21NC01WQ","J1330000",1996-07-16,"Jul",NA," ",NA,NA,NA,NA,1377,NA,NA
"21NC01WQ","J1330000",1996-07-16,"Jul",NA,"Total",NA,NA,NA,NA,NA,NA,1901
"21NC01WQ","J1330000",1996-08-19,"Aug",NA," ",NA,NA,NA,NA,1362.5,NA,NA
"21NC01WQ","J1330000",1996-08-19,"Aug",NA,"Total",NA,NA,NA,NA,NA,NA,619
"21NC01WQ","J1330000",1996-09-19,"Sep",NA," ",NA,NA,NA,NA,1290.5,NA,NA
"21NC01WQ","J1330000",1996-09-19,"Sep",NA,"Total",NA,NA,NA,NA,NA,NA,478
"21NC01WQ","J1330000",1996-10-16,"Oct",NA," ",NA,NA,NA,NA,1154,NA,NA
"21NC01WQ","J1330000",1996-10-16,"Oct",NA,"Total",NA,NA,NA,NA,NA,NA,1005
"21NC01WQ","J1330000",1996-11-07,"Nov",NA," ",NA,NA,NA,NA,1150,NA,NA
"21NC01WQ","J1330000",1996-11-07,"Nov",NA,"Total",NA,NA,NA,NA,NA,NA,1014
"21NC01WQ","J1330000",1996-12-10,"Dec",NA," ",NA,NA,NA,NA,1630,NA,NA
"21NC01WQ","J1330000",1996-12-10,"Dec",NA,"Total",NA,NA,NA,NA,NA,NA,401
"21NC02WQ","J1330000",1997-01-23,"Jan",NA,"Non-filterable",NA,NA,NA,NA,NA,1711,NA
"21NC02WQ","J1330000",1997-01-23,"Jan",NA,"Total",NA,NA,NA,NA,NA,NA,1718
"21NC02WQ","J1330000",1997-01-23,"Jan",NA,NA,NA,NA,NA,NA,443,NA,NA
"21NC02WQ","J1330000",1997-02-18,"Feb",NA,"Non-filterable",NA,NA,NA,NA,NA,1989,NA
"21NC02WQ","J1330000",1997-02-18,"Feb",NA,"Total",NA,NA,NA,NA,NA,NA,2000
"21NC02WQ","J1330000",1997-02-18,"Feb",NA,NA,NA,NA,NA,NA,443,NA,NA
"21NC02WQ","J1330000",1997-03-13,"Mar",NA,"Non-filterable",NA,NA,NA,NA,NA,979,NA
"21NC02WQ","J1330000",1997-03-13,"Mar",NA,"Total",NA,NA,NA,NA,NA,NA,1241
"21NC02WQ","J1330000",1997-03-13,"Mar",NA,NA,NA,NA,NA,NA,548,NA,NA
"21NC02WQ","J1330000",1997-04-16,"Apr",NA,"Non-filterable",NA,NA,NA,NA,NA,778,NA
"21NC02WQ","J1330000",1997-04-16,"Apr",NA,"Total",NA,NA,NA,NA,NA,NA,1597
"21NC02WQ","J1330000",1997-04-16,"Apr",NA,NA,NA,NA,NA,NA,579,NA,NA
"21NC02WQ","J1330000",1997-05-14,"May",NA,"Non-filterable",NA,NA,NA,NA,NA,1892,NA
"21NC02WQ","J1330000",1997-05-14,"May",NA,"Total",NA,NA,NA,NA,NA,NA,1574
"21NC02WQ","J1330000",1997-05-14,"May",NA,NA,NA,NA,NA,NA,673,NA,NA
"21NC02WQ","J1330000",1997-06-23,"Jun",NA,"Non-filterable",NA,NA,NA,NA,NA,592,NA
"21NC02WQ","J1330000",1997-06-23,"Jun",NA,"Total",NA,NA,NA,NA,NA,NA,1752
